,titulo,caracteristicas,precos,endereco,rua,bairro,cidade,data_pesquisa
918,"Casa Ponta De Picolé 6 Quartos 6 Suítes 9 Banheiros 3 Vagas Lago Sul, Df",10000 m² área total 1000 m² área útil 6 Quartos 9 Banheiros 3 Vagas,R$ 22.000,"SHIS QL 24 Conjunto 05, Lago Sul, Brasília",,,,27-07-20
919,Shis Qi 15 Excelente Casa em Terreno De Chácara Inteira,11250 m² área total 1100 m² área útil 5 Quartos 8 Banheiros 3 Vagas,R$ 24.000,"Lago Sul, Brasília",,,,27-07-20
920,Condomínio Jardins Mangueiral - Ótima Casa!,100 m² área total 3 Quartos 0 Banheiros 2 Vagas,R$ 2.100,"Jardins Mangueiral, São Sebastião",,,,27-07-20
921,Condomínio Privê Morada Sul Casa Aluguel Lago Sul,1000 m² área total 260 m² área útil 2 Quartos 0 Banheiros 6 Vagas,R$ 1.850,"Setor Habitacional Jardim Botânico, Brasília",,,,27-07-20
922,Ql 32 Casa Condomínio Villages Alvorada,1000 m² área total 936 m² área útil 5 Quartos 0 Banheiros 3 Vagas,R$ 12.000,"Lago Sul, Brasília",,,,27-07-20
923,Casa - Setor De Habitações Individuais Sul,1740 m² área total 650 m² área útil 4 Quartos 6 Banheiros 22 Vagas,R$ 16.000,"Lago Sul, Brasília",,,,27-07-20
924,Ql 32 Casa Condomínio Villages Alvorada,1000 m² área total 936 m² área útil 5 Quartos 0 Banheiros 3 Vagas,R$ 12.000,"Lago Sul, Brasília",,,,27-07-20
925,Casa - Setor De Habitações Individuais Sul,1200 m² área total 800 m² área útil 4 Quartos 3 Banheiros 4 Vagas,R$ 15.000,"Lago Sul, Brasília",,,,27-07-20
926,Shis Ql 18 Casa Lago Sul,800 m² área total 500 m² área útil 4 Quartos 0 Banheiros,R$ 9.800,"Lago Sul, Brasília",,,,27-07-20
927,Casa - Centro,3 Quartos 0 Banheiros,R$ 900,"RUA ALOÍSIO GONÇALVES, Centro, Luziânia",,,,27-07-20
928,Melhor Localização,1200 m² área total 900 m² área útil 5 Quartos 10 Banheiros 6 Vagas,R$ 35.000,"Quadra SHIS QI 9, Lago Sul, Brasília",,,,27-07-20
929,Linda! Shis Qi 09,900 m² área total 800 m² área útil 5 Quartos 9 Banheiros 4 Vagas,R$ 35.000,"SHIS QI 09, Lago Sul, Brasília",,,,27-07-20
930,Iluminada. Luz Natural! Localização!,800 m² área total 900 m² área útil 5 Quartos 9 Banheiros 6 Vagas,R$ 35.000,"Quadra SHIS QI 9, Lago Sul, Brasília",,,,27-07-20
931,Qe 30 - Casa Com 3 Dormitórios para Locação - Guará/df,240 m² área total 75 m² área útil 3 Quartos 1 Banheiro 5 Vagas,R$ 2.900,"Quadra QE 30 Conjunto J 18, Guara II, Guará",,,,27-07-20
932,Shis Qi 28 - Linda Casa no Lago Sul,800 m² área total 700 m² área útil 4 Quartos 0 Banheiros 4 Vagas,R$ 14.900,"Lago Sul, Brasília",,,,27-07-20
933,Shis Ql 18 Alugo na Beira Do Lago,1087 m² área total 326 m² área útil 2 Quartos 3 Banheiros 3 Vagas,R$ 5.300,"Lago Sul, Brasília",,,,27-07-20
934,Shis Qi 25 Lago Sul Oportunidade Valor De Lote,800 m² área total 600 m² área útil 7 Quartos 0 Banheiros 6 Vagas,R$ 5.500,"Lago Sul, Brasília",,,,27-07-20
935,Shis Qi 15 - Chácara Lago Sul,3400 m² área total 2000 m² área útil 6 Quartos 0 Banheiros 4 Vagas,R$ 30.000,"Lago Sul, Brasília",,,,27-07-20
936,Shis Ql 28 - Lago Sul Alugado,360 m² área total 360 m² área útil 2 Quartos 0 Banheiros 2 Vagas,R$ 3.400,"Lago Sul, Brasília",,,,27-07-20
937,Shis Qi 25 Casa em Dois Terrenos Ponta De Quadra Lago Sul,1320 m² área total 500 m² área útil 3 Quartos 0 Banheiros 3 Vagas,R$ 10.000,"Lago Sul, Brasília",,,,27-07-20
938,Qnl 23 Con. H - Casa Com 01 Quarto (Fundos),30 m² área total 30 m² área útil 1 Quarto 1 Banheiro,R$ 700,"Taguatinga Norte, Taguatinga",,,,27-07-20
939,Qnp 18 - Casa 01 Quarto - Fundos,32 m² área total 32 m² área útil 1 Quarto 1 Banheiro,R$ 405,"Ceilandia Sul, Ceilândia",,,,27-07-20
940,Casa - Lago Sul,4000 m² área total 5 Quartos 8 Banheiros 4 Vagas,R$ 15.000,"Lago Sul, Brasília",,,,27-07-20
941,Casa Mobiliada De Alto Padrão na Qi 5,1200 m² área total 700 m² área útil 7 Quartos 8 Banheiros,R$ 25.000,"QI 5 CONJUNTO 7, Lago Sul, Brasília",,,,27-07-20
942,"Quadra Qne 28, Casa 1",350 m² área total 60 m² área útil 1 Quarto 1 Banheiro,R$ 900,"Quadra QNE 28 1, Taguatinga Norte, Taguatinga",,,,27-07-20
943,Rua 52 São Sebastião Reformada R$1.000,60 m² área total 60 m² área útil 2 Quartos 1 Banheiro 2 Vagas,R$ 1.000,"Centro, São Sebastião",,,,27-07-20
944,Qi 2 5 Quartos Ponta De Picole,1320 m² área total 1000 m² área útil 4 Quartos 6 Banheiros 3 Vagas,R$ 21.000,"Quadra SHIN QI 2 0, Lago Norte, Brasília",,,,27-07-20
945,Casa - Setor De Habitações Individuais Sul,11700 m² área total 1200 m² área útil 6 Quartos 5 Banheiros 8 Vagas,R$ 35.000,"Lago Sul, Brasília",,,,27-07-20
946,Shin Qi 11 - Sobrado Com 5 Quartos,479 m² área total 479 m² área útil 5 Quartos 5 Banheiros 5 Vagas,R$ 6.900,"SHIN Qi 11 - Sobrado com 5 Quartos, Lago Norte, Brasília",,,,27-07-20
947,Casa - Centro,60 m² área total 60 m² área útil 2 Quartos 1 Banheiro,R$ 700,"Centro, São Sebastião",,,,27-07-20
948,Smdb 23 - Alto Padrão,750 m² área total 750 m² área útil 4 Quartos 6 Banheiros 4 Vagas,R$ 25.000,"SMDB CONJUNTO 23, Lago Sul, Brasília",,,,27-07-20
949,Casa - Setor De Habitações Individuais Sul,5 Quartos 0 Banheiros,R$ 15.000,"Lago Sul, Brasília",,,,27-07-20
950,Casa - Qnj 25 Taguatinga,40 m² área total 40 m² área útil 1 Quarto 1 Banheiro,R$ 800,"Centro, Taguatinga",,,,27-07-20
951,Linda Casa Lago Sul Qi 28 Ponta Seca - 03 Casas - Lote 4.000 m²,4800 m² área total 900 m² área útil 10 Quartos 12 Banheiros,R$ 15.500,"Quadra SHIS QI 28 0, Lago Sul, Brasília",,,,27-07-20
952,"Alugo Shis Ql 18, Casa Térrea, Aconchegante! (61) 9.8294 - 1642",400 m² área total 400 m² área útil 4 Quartos 7 Banheiros 3 Vagas,R$ 11.000,"Setor de Habitações Individuais Sul, Brasília",,,,27-07-20
953,Qr 306 Casa Com 3 Dormitórios para Locação Samambaia Sul Df,110 m² área total 110 m² área útil 3 Quartos 2 Banheiros 1 Vaga,R$ 2.500,"Quadra QR 306 Conjunto 17 1, Samambaia Sul, Samambaia",,,,27-07-20
954,Casa - Taguatinga Norte - Qng 08 Casa 22,150 m² área total 150 m² área útil 3 Quartos 0 Banheiros 2 Vagas,R$ 1.300,"Centro, Taguatinga",,,,27-07-20
955,Casa - Ceilândia Sul - Qnp 14 Conj L Casa 23,90 m² área total 90 m² área útil 3 Quartos 1 Banheiro,R$ 1.100,"Centro, Ceilândia",,,,27-07-20
956,Qi 01 Conjunto m Casa 20,90 m² área total 90 m² área útil 3 Quartos 1 Banheiro 1 Vaga,R$ 1.400,"QI 01 CONJUNTO M CASA 20 , Guara I, Guará",,,,27-07-20
957,Incomparável Vista Projeto Ana Maria Vieira Santos!,2500 m² área total 1103 m² área útil 5 Quartos 8 Banheiros 8 Vagas,R$ 35.000,"CJ SMDB CONJUNTO 26, Lago Sul, Brasília",,,,27-07-20
958,Smdb 5,2200 m² área total 4 Quartos 7 Banheiros 6 Vagas,R$ 20.000,"Lago Sul, Brasília",,,,27-07-20
959,Quadra Qng 27,45 m² área total 45 m² área útil 1 Quarto 1 Banheiro,R$ 700,"Taguatinga Norte, Taguatinga",,,,27-07-20
960,Quadra Qng 27,45 m² área total 45 m² área útil 1 Quarto 1 Banheiro,R$ 700,"Taguatinga Norte, Taguatinga",,,,27-07-20
961,Alto Padrão Lago Sul Casa Minimalista Fachada Com Aço Corten - Venda Ou Aluguel Com Opção De Compra,678 m² área total 5 Quartos 5 Banheiros 5 Vagas,R$ 20.000,"Lago Sul, Brasília",,,,27-07-20
962,Lago Sul Shis Qi 23 Lago Sul 04 Quartos Closet Garagem,776 m² área total 400 m² área útil 4 Quartos 4 Banheiros 4 Vagas,R$ 6.500,"Lago Sul, Brasília",,,,27-07-20
963,Condominio Ouro Vermelho I,1000 m² área total 600 m² área útil 6 Quartos 8 Banheiros 5 Vagas,R$ 5.899,"Setor Habitacional Jardim Botânico, Brasília",,,,27-07-20
964,Shis Qi 11 Excelente Localização Próximo Ao Comércio,1200 m² área total 636 m² área útil 4 Quartos 6 Banheiros 4 Vagas,R$ 23.000,"Lago Sul, Brasília",,,,27-07-20
965,Casa Com 9 Quartos 6 Suítes 9 Banheiros E 4 Vagas no Lago Sul - Brasília - Df,1305 m² área total 1305 m² área útil 9 Quartos 9 Banheiros 1 Vaga,R$ 35.000,"Shis Qi 9 Conjunto 8, Lago Sul, Brasília",,,,27-07-20
966,Lago Sul Shis Qi 05 * Totalmente Mobiliada,1000 m² área total 672 m² área útil 5 Quartos 9 Banheiros 4 Vagas,R$ 20.000,"Shis Qi 5, Lago Sul, Brasília",,,,27-07-20
967,Casa - Setor De Habitações Individuais Sul,5000 m² área total 700 m² área útil 4 Quartos 6 Banheiros 8 Vagas,R$ 20.000,"QUADRA SHIS QI 27, Lago Sul, Brasília",,,,27-07-20
968,"Cbl Imoveis Aluga: Casa Solar Da Serra, Lago Sul",300 m² área total 300 m² área útil 3 Quartos 4 Banheiros 2 Vagas,R$ 4.200,"CONDOMÍNIO SOLAR DA SERRA, Lago Sul, Brasília",,,,27-07-20
969,Shis Qi 28 Casa no Lago Sul Térrrea,800 m² área total 550 m² área útil 4 Quartos 0 Banheiros 2 Vagas,R$ 16.000,"Lago Sul, Brasília",,,,27-07-20
970,Quadra Shin Ql 16,1875 m² área total 930 m² área útil 4 Quartos 0 Banheiros,R$ 20.000,"Quadra SHIN QL 16, Lago Norte, Brasília",,,,27-07-20
971,Quadra Shis Qi 28 Conjunto 1,780 m² área total 780 m² área útil 6 Quartos 0 Banheiros,R$ 7.000,"Quadra SHIS QI 28 Conjunto 1, Lago Sul, Brasília",,,,27-07-20
972,"Alugo Casa na Quadra 23 Do Smpw, Lote De 20.000 m², R$8.000",30000 m² área total 550 m² área útil 4 Quartos 6 Banheiros 4 Vagas,R$ 8.000,"Quadra SMPW 23 02, Park Way, Brasília",,,,27-07-20
973,Mobiliada - Ponta Seca,1200 m² área total 700 m² área útil 5 Quartos 8 Banheiros 4 Vagas,R$ 13.000,"Quadra SHIS QI 28 Conjunto 2, Lago Sul, Brasília",,,,27-07-20
974,Shis Qi 07 Casa Grande para Escritórios Ou Embaixadas,2000 m² área total 1700 m² área útil 7 Quartos 12 Banheiros 50 Vagas,R$ 35.000,"QUADRA SHIS QI 7, Lago Sul, Brasília",,,,27-07-20
975,"Smpw Q 20, A Maior Mansão, 1.386,00 m² Pelo Menor Preço",2500 m² área total 1386 m² área útil 14 Quartos 18 Banheiros 10 Vagas,R$ 15.000,"SMPW Quadra 20 Conjunto 4, Park Way, Brasília",,,,27-07-20
976,Casa para Locação Ql 2 Ideal para Escritório E Embaixada,3000 m² área total 800 m² área útil 10 Quartos 0 Banheiros,R$ 12.000,"QUADRA SHIS QL 2 CONJUNTO 3, Lago Sul, Brasília",,,,27-07-20
977,Casa Lago Sul Qi 15,3000 m² área total 1200 m² área útil 5 Quartos 0 Banheiros,R$ 45.000,"QI 15, Lago Sul, Brasília",,,,27-07-20
978,Qe 32 Casa Com 1 Dormitório para Alugar Guará Df,30 m² área total 30 m² área útil 1 Quarto 1 Banheiro,R$ 900,"Quadra QE 32 Conjunto O 2, Guara II, Guará",,,,27-07-20
979,Shigs 704 Sul Casa Nova 4 Suítes Moderna Asa Sul Brasília Df,260 m² área total 260 m² área útil 4 Quartos 4 Banheiros 2 Vagas,R$ 7.800,"Quadra SHIGS 704 16, Asa Sul, Brasília",,,,27-07-20
